Symbol,Name,Country,IPO Year,Sector,Industry
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,2007,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,1992,Finance,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,United States,2021,Utilities,Power Generation
NINE,Nine Energy Service Inc. Common Stock,United States,2018,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,United States,2018,Consumer Discretionary,Auto Manufacturing
NIR,Near Intelligence Inc. Common Stock,United States,2021,Technology,EDP Services
NIRWW,Near Intelligence Inc. Warrant,United States,2021,Technology,EDP Services
NKLA,Nikola Corporation Common Stock,United States,2018,Consumer Discretionary,Auto Manufacturing
NKTX,Nkarta Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,2002,Finance,Finance/Investors Services
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States,1988,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Class A Common Stock,United States,2013,Finance,Property-Casualty Insurers
NMRK,Newmark Group Inc. Class A Common Stock,United States,2017,Finance,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,United States,2014,Finance,Finance Companies
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States,2003,Finance,Finance/Investors Services
NNAGU,99 Acquisition Group Inc. Unit ,United States,2023,,
NNBR,NN Inc. Common Stock,United States,1994,Industrials,Industrial Machinery/Components
NNI,Nelnet Inc. Common Stock,United States,2003,Finance,Finance: Consumer Services
NNY,Nuveen New York Municipal Value Fund Common Stock,United States,1988,Finance,Investment Managers
NODK,NI Holdings Inc. Common Stock,United States,2017,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas Inc. Common Stock,United States,2022,Energy,Oil & Gas Production
NOGN,Nogin Inc. Common Stock,United States,2021,Technology,EDP Services
NOGNW,Nogin Inc. Warrant ,United States,2021,Technology,EDP Services
NOM,Nuveen Missouri Quality Municipal Income Fund ,United States,1993,Finance,Investment Managers
NOTE,FiscalNote Holdings Inc. Class A common stock,United States,2022,Technology,EDP Services
NOVA,Sunnova Energy International Inc. Common Stock,United States,2019,Utilities,Power Generation
NOW,ServiceNow Inc. Common Stock,United States,2012,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II Class A Common Stock,United States,2021,Finance,Blank Checks
NPABW,New Providence Acquisition Corp. II Warrant,United States,2021,Finance,Blank Checks
NPCE,Neuropace Inc. Common Stock,United States,2021,Health Care,Medical Specialities
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States,1993,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States,1991,Finance,Trusts Except Educational Religious and Charitable
NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share,United States,2021,Finance,Blank Checks
NRACU,Northern Revival Acquisition Corporation Unit,United States,2021,Finance,Blank Checks
NRACW,Northern Revival Acquisition Corporation Warrant,United States,2021,Finance,Blank Checks
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
NRDS,NerdWallet Inc. Class A Common Stock,United States,2021,Technology,EDP Services
NRDY,Nerdy Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance Inc. Common Stock,United States,2020,Real Estate,Real Estate Investment Trusts
NRGV,Energy Vault Holdings Inc. Common Stock,United States,2021,Miscellaneous,Industrial Machinery/Components
NRIX,Nurix Therapeutics Inc. Common stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,United States,2002,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,United States,2003,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,United States,2002,Energy,Coal Mining
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),United States,2019,Finance,Diversified Financial Services
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,United States,2015,Real Estate,Real Estate Investment Trusts
NSIT,Insight Enterprises Inc. Common Stock,United States,1995,Consumer Discretionary,Catalog/Specialty Distribution
NSTG,NanoString Technologies Inc. Common Stock,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp Inc. Common Stock,United States,2022,Finance,Savings Institutions
NTAP,NetApp Inc. Common Stock,United States,1995,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,United States,1999,Technology,EDP Services
NTGR,NETGEAR Inc. Common Stock,United States,2003,Utilities,Telecommunications Equipment
NTLA,Intellia Therapeutics Inc. Common Stock,United States,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,United States,2016,Technology,EDP Services
NTRA,Natera Inc. Common Stock,United States,2015,Health Care,Medical Specialities
NTST,NetSTREIT Corp. Common Stock,United States,2020,Real Estate,Real Estate Investment Trusts
NUBI,Nubia Brand International Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
NURO,NeuroMetrix Inc. Common Stock,United States,2004,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,United States,1996,Health Care,Other Pharmaceuticals
NUV,Nuveen Municipal Value Fund Inc. Common Stock,United States,1987,Finance,Trusts Except Educational Religious and Charitable
NUVB,Nuvation Bio Inc. Class A Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,United States,2009,Finance,Investment Managers
NVAC,NorthView Acquisition Corporation Common Stock,United States,2022,Health Care,Medical/Dental Instruments
NVACR,NorthView Acquisition Corporation Rights,United States,2022,Health Care,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
NVDA,NVIDIA Corporation Common Stock,United States,1999,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,United States,2013,Consumer Discretionary,Other Consumer Services
